kingdom,phylum,class,order,family,genus,species,id,db,matched_taxid,url,rank,filename,num_records,seqlength
Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Pediomelum,Pediomelum esculentum,1804583187,nucleotide,458363,"",species,sequences/458363.fna.gz,5,178549
Eukaryota,Streptophyta,Magnoliopsida,Ericales,Sapotaceae,Manilkara,Manilkara zapota,1915408308,nucleotide,3741,"",species,sequences/3741.fna.gz,2,318239
Eukaryota,Chordata,Actinopteri,Scombriformes,Scombridae,Scomberomorus,Scomberomorus maculatus,2580277922,nucleotide,99344,"",species,sequences/99344.fna.gz,1,16710
Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Sardinops,Sardinops sagax,1958844128,nucleotide,28381,"",species,sequences/28381.fna.gz,3,50649
Eukaryota,Chordata,Actinopteri,Spariformes,Sparidae,Stenotomus,Stenotomus chrysops,2580315227,nucleotide,35579,"",species,sequences/35579.fna.gz,1,16527
Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Erignathus,Erignathus barbatus,115344969,nucleotide,39304,"",species,sequences/39304.fna.gz,2,33410
Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Stenodus,Stenodus leucichthys,378554547,nucleotide,59296,"",species,sequences/59296.fna.gz,2,33728
Eukaryota,Chordata,Actinopteri,Scombriformes,Scombridae,Katsuwonus,Katsuwonus pelamis,1606659783,nucleotide,8226,"",species,sequences/8226.fna.gz,8,165910
Eukaryota,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Physalis,Physalis philadelphica,2424419799,nucleotide,304130,"",species,sequences/304130.fna.gz,6,652834
Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Psophocarpus,Psophocarpus tetragonolobus,2674575769,nucleotide,3891,"",species,sequences/3891.fna.gz,4,1180556
Eukaryota,Streptophyta,Magnoliopsida,Alismatales,Araceae,Xanthosoma,Xanthosoma sagittifolium,2045476325,nucleotide,28478,"",species,sequences/28478.fna.gz,1,165169
Eukaryota,Streptophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Koenigia,Koenigia alpina,2296405332,nucleotide,125586,"",species,sequences/125586.fna.gz,2,318270
Eukaryota,Streptophyta,Magnoliopsida,Myrtales,Myrtaceae,Acca,Acca sellowiana,1112920523,nucleotide,260130,"",species,sequences/260130.fna.gz,1,159370
Eukaryota,Streptophyta,Polypodiopsida,Polypodiales,Onocleaceae,Matteuccia,Matteuccia struthiopteris,2049962106,nucleotide,3277,"",species,sequences/3277.fna.gz,3,453084
Eukaryota,Chordata,Actinopteri,"",Sciaenidae,Leiostomus,Leiostomus xanthurus,2329468058,nucleotide,59837,"",species,sequences/59837.fna.gz,1,16491
Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Brevoortia,Brevoortia tyrannus,299758111,nucleotide,224708,"",species,sequences/224708.fna.gz,2,33384
Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Micromesistius,Micromesistius poutassou,317423506,nucleotide,81636,"",species,sequences/81636.fna.gz,2,33146
Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Microstomus,Microstomus kitt,1798174225,nucleotide,106175,"",species,sequences/106175.fna.gz,1,16600
Eukaryota,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephrops,Nephrops norvegicus,731441357,nucleotide,6829,"",species,sequences/6829.fna.gz,2,32264
Eukaryota,Streptophyta,Magnoliopsida,Arecales,Arecaceae,Attalea,Attalea speciosa,816378333,nucleotide,145700,"",species,sequences/145700.fna.gz,1,127827
Eukaryota,Streptophyta,Magnoliopsida,Malpighiales,Malpighiaceae,Byrsonima,Byrsonima crassifolia,1343893771,nucleotide,4270,"",species,sequences/4270.fna.gz,3,346283
Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Amelanchier,Amelanchier alnifolia,1777396498,nucleotide,32219,"",species,sequences/32219.fna.gz,3,453017
Eukaryota,Streptophyta,Magnoliopsida,Lamiales,Verbenaceae,Aloysia,Aloysia triphylla,2288453829,nucleotide,105887,"",genus,sequences/105887.fna.gz,5,774937
Eukaryota,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Origanum,Origanum onites,410176134,nucleotide,39174,"",genus,sequences/39174.fna.gz,7,1062857
Eukaryota,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Pimpinella,Pimpinella anisum,2580317030,nucleotide,40958,"",genus,sequences/40958.fna.gz,25,3819791
Eukaryota,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Satureja,Satureja hortensis,2288455107,nucleotide,49986,"",genus,sequences/49986.fna.gz,3,455598
Eukaryota,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Ribes aureum,2565320436,nucleotide,3801,"",genus,sequences/3801.fna.gz,23,3794928
Eukaryota,Streptophyta,Magnoliopsida,Malpighiales,Malpighiaceae,Malpighia,Malpighia emarginata,2096846148,nucleotide,17047,"",genus,sequences/17047.fna.gz,1,161031
Eukaryota,Rhodophyta,Florideophyceae,Gigartinales,Solieriaceae,Eucheuma,"",2046386888,nucleotide,31444,"",genus,sequences/31444.fna.gz,3,227657
Eukaryota,Streptophyta,Magnoliopsida,Alismatales,Alismataceae,Sagittaria,Sagittaria latifolia,1005653168,nucleotide,4450,"",genus,sequences/4450.fna.gz,6,1066590
Eukaryota,Streptophyta,Magnoliopsida,Zingiberales,Marantaceae,Maranta,Maranta arundinacea,557637221,nucleotide,16300,"",genus,sequences/16300.fna.gz,1,160322
Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Viburnum,Viburnum edule,2450339909,nucleotide,4204,"",genus,sequences/4204.fna.gz,115,18307001
Eukaryota,Streptophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex,"",1854235982,nucleotide,3618,"",genus,sequences/3618.fna.gz,25,3758983
Eukaryota,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Physalis,"",1832704588,nucleotide,24663,"",genus,sequences/24663.fna.gz,30,3853140
Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Hedysarum,Hedysarum alpinum,1810944944,nucleotide,47034,"",genus,sequences/47034.fna.gz,17,2099749
Eukaryota,Streptophyta,Magnoliopsida,Sapindales,Burseraceae,Canarium,Canarium ovatum,1845861377,nucleotide,43690,"",genus,sequences/43690.fna.gz,8,1290318
Eukaryota,Streptophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia,"",2582771888,nucleotide,106975,"",genus,sequences/106975.fna.gz,68,9129045
Eukaryota,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Tragopogon,Tragopogon porrifolius,2635082344,nucleotide,13730,"",genus,sequences/13730.fna.gz,5,675439
Eukaryota,Chordata,Actinopteri,"",Sciaenidae,Cynoscion,"",2329468247,nucleotide,13028,"",genus,sequences/13028.fna.gz,5,77688
Eukaryota,Chordata,Actinopteri,Spariformes,Sparidae,Archosargus,Archosargus probatocephalus,2580279619,nucleotide,119681,"",genus,sequences/119681.fna.gz,1,16633
Eukaryota,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Cirsium,"",1335821108,nucleotide,41549,"",genus,sequences/41549.fna.gz,28,3876454
Eukaryota,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Thelesperma,"",748993899,nucleotide,153159,"",genus,sequences/153159.fna.gz,1,63403
