orig_taxid,kingdom,phylum,class,order,family,genus,species,id,db,matched_taxid,url,rank
13749,Eukaryota,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,,GCA_963855025.1,genbank,13749,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/855/025/GCA_963855025.1_ddVacViti1.1_alternate_haplotype,genus
472369,Eukaryota,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,Vaccinium angustifolium,GCA_963855025.1,genbank,13749,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/855/025/GCA_963855025.1_ddVacViti1.1_alternate_haplotype,genus
229201,Eukaryota,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,Vaccinium arboreum,GCA_963855025.1,genbank,13749,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/855/025/GCA_963855025.1_ddVacViti1.1_alternate_haplotype,genus
51238,Eukaryota,Streptophyta,Magnoliopsida,Asparagales,Orchidaceae,Vanilla,,GCA_023846275.1,genbank,51238,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/846/275/GCA_023846275.1_ASM2384627v1,genus
70741,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus arcticus,GCA_030142095.1,genbank,23216,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/142/095/GCA_030142095.1_RiMJ,genus
3509,Eukaryota,Streptophyta,Magnoliopsida,Fagales,Myricaceae,Myrica,,GCA_963930655.1,genbank,3509,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/930/655/GCA_963930655.1_dhMyrGale1.1,genus
283798,Eukaryota,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,Vaccinium elliottii,GCA_963855025.1,genbank,13749,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/855/025/GCA_963855025.1_ddVacViti1.1_alternate_haplotype,genus
1503870,Eukaryota,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,Vaccinium myrtilloides,GCA_963855025.1,genbank,13749,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/855/025/GCA_963855025.1_ddVacViti1.1_alternate_haplotype,genus
190548,Eukaryota,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,Vaccinium uliginosum,GCA_963855025.1,genbank,13749,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/855/025/GCA_963855025.1_ddVacViti1.1_alternate_haplotype,genus
4683,Eukaryota,Streptophyta,Magnoliopsida,Asparagales,Amaryllidaceae,Allium,Allium tuberosum,GCA_030765085.1,genbank,4678,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/765/085/GCA_030765085.1_ASM3076508v1,genus
516948,Eukaryota,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,Vaccinium oxycoccos,GCA_963855025.1,genbank,13749,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/855/025/GCA_963855025.1_ddVacViti1.1_alternate_haplotype,genus
176259,Eukaryota,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,Vaccinium stamineum,GCA_963855025.1,genbank,13749,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/855/025/GCA_963855025.1_ddVacViti1.1_alternate_haplotype,genus
190531,Eukaryota,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,Vaccinium deliciosum,GCA_963855025.1,genbank,13749,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/855/025/GCA_963855025.1_ddVacViti1.1_alternate_haplotype,genus
190544,Eukaryota,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,Vaccinium ovalifolium,GCA_963855025.1,genbank,13749,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/855/025/GCA_963855025.1_ddVacViti1.1_alternate_haplotype,genus
84019,Eukaryota,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,Vaccinium ovatum,GCA_963855025.1,genbank,13749,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/855/025/GCA_963855025.1_ddVacViti1.1_alternate_haplotype,genus
180766,Eukaryota,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,Vaccinium parvifolium,GCA_963855025.1,genbank,13749,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/855/025/GCA_963855025.1_ddVacViti1.1_alternate_haplotype,genus
4071,Eukaryota,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Capsicum,,GCA_031234615.1,genbank,4071,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/234/615/GCA_031234615.1_ASM3123461v1,genus
75727,Eukaryota,Streptophyta,Magnoliopsida,Poales,Poaceae,Zizania,Zizania aquatica,GCA_019279435.1,genbank,15949,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/279/435/GCA_019279435.1_ASM1927943v1,genus
751873,Eukaryota,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Thymus,Thymus pulegioides,GCA_029379335.1,genbank,49990,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/379/335/GCA_029379335.1_ASM2937933v1,genus
91209,Eukaryota,Streptophyta,Magnoliopsida,Fagales,Juglandaceae,Juglans,Juglans ailanthifolia,GCA_034509015.1,genbank,16718,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/509/015/GCA_034509015.1_ASM3450901v1,genus
1476995,Eukaryota,Streptophyta,Magnoliopsida,Asparagales,Amaryllidaceae,Allium,Allium ascalonicum,GCA_030765085.1,genbank,4678,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/765/085/GCA_030765085.1_ASM3076508v1,genus
934696,Eukaryota,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,Vaccinium angustifolium x Vaccinium corymbosum,GCA_963855025.1,genbank,13749,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/855/025/GCA_963855025.1_ddVacViti1.1_alternate_haplotype,genus
37656,Eukaryota,Streptophyta,Magnoliopsida,Sapindales,Rutaceae,Citrus,Citrus x paradisi,GCA_036169575.1,genbank,2706,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/169/575/GCA_036169575.1_PB533_SCSK_HAP2,genus
6452,Eukaryota,Mollusca,Gastropoda,Lepetellida,Haliotidae,Haliotis,,GCA_023055435.1,genbank,6452,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/055/435/GCA_023055435.1_xgHalRufe1.0.p,genus
3511,Eukaryota,Streptophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,,GCA_036321655.1,genbank,3511,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/321/655/GCA_036321655.1_ASM3632165v1,genus
3879,Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Medicago,Medicago sativa,GCA_958299785.1,genbank,3877,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/958/299/785/GCA_958299785.1_drMedLupu1.1,genus
3564,Eukaryota,Streptophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthus,,GCA_026212465.1,genbank,3564,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/212/465/GCA_026212465.1_ASM2621246v1,genus
349661,Eukaryota,Chordata,Actinopteri,Perciformes,Serranidae,Serranus,Serranus scriba,GCA_903364295.1,genbank,94952,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/364/295/GCA_903364295.1_serranus_cabrilla_genome,genus
21024,Eukaryota,Streptophyta,Magnoliopsida,Fagales,Fagaceae,Fagus,,GCA_003347535.2,genbank,21024,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/347/535/GCA_003347535.2_FSYLV_37_PL_JAMY,genus
194251,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Moraceae,Artocarpus,Artocarpus altilis,GCA_946598075.1,genbank,3488,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/946/598/075/GCA_946598075.1_Wild_Jack,genus
36181,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Coregonus,Coregonus artedi,GCA_036851935.1,genbank,27772,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/851/935/GCA_036851935.1_J4Q44_1.1,genus
3633,Eukaryota,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Gossypium,,GCA_036320975.1,genbank,3633,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/320/975/GCA_036320975.1_ZSTU_Garb,genus
3840,Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Vigna,Vigna cylindrica,GCA_036971635.1,genbank,3913,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/971/635/GCA_036971635.1_ASM3697163v1,genus
3749,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Malus,,GCA_028456135.1,genbank,3749,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/456/135/GCA_028456135.1_Malus_sieversii.altA,genus
9871,Eukaryota,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,,GCA_023699985.2,genbank,9871,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/699/985/GCA_023699985.2_Ovbor_1.1,genus
8095,Eukaryota,Chordata,Actinopteri,Perciformes,Cottidae,Myoxocephalus,,GCA_900312955.1,genbank,8095,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/312/955/GCA_900312955.1_ASM90031295v1,genus
7935,Eukaryota,Chordata,Actinopteri,Anguilliformes,Anguillidae,Anguilla,,GCA_018555375.3,genbank,7935,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/555/375/GCA_018555375.3_ASM1855537v3,genus
4201,Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Sambucus,,GCA_949130505.1,genbank,4201,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/130/505/GCA_949130505.1_daSamNigr1.1_alternate_haplotype,genus
21020,Eukaryota,Streptophyta,Magnoliopsida,Fagales,Fagaceae,Castanea,Castanea sativa,GCA_020976635.1,genbank,21019,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/976/635/GCA_020976635.1_NIFoS_Ccrenata_1.0,genus
173342,Eukaryota,Chordata,Actinopteri,Carangiformes,Carangidae,Trachinotus,Trachinotus carolinus,GCA_036281595.1,genbank,173330,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/281/595/GCA_036281595.1_ASM3628159v1,genus
8843,Eukaryota,Chordata,Aves,Anseriformes,Anatidae,Anser,Anser anser,GCA_030515125.1,genbank,8842,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/515/125/GCA_030515125.1_QAU1.0,genus
3603,Eukaryota,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Vitis,,GCA_030704535.1,genbank,3603,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/704/535/GCA_030704535.1_ASM3070453v1,genus
94231,Eukaryota,Chordata,Actinopteri,Perciformes,Serranidae,Epinephelus,,GCA_035609425.1,genbank,94231,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/035/609/425/GCA_035609425.1_E.awoara.final_Chr_v1,genus
8266,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Hippoglossus,,GCA_022539355.2,genbank,8266,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/539/355/GCA_022539355.2_HSTE1.2,genus
13450,Eukaryota,Streptophyta,Magnoliopsida,Fagales,Betulaceae,Corylus,,GCA_036287885.1,genbank,13450,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/287/885/GCA_036287885.1_ASM3628788v1,genus
13402,Eukaryota,Streptophyta,Magnoliopsida,Fagales,Juglandaceae,Carya,,GCA_018689175.1,genbank,13402,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/689/175/GCA_018689175.1_C.illinoinensisElliott_v1,genus
271940,Eukaryota,Chordata,Actinopteri,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,GCA_905171655.2,genbank,36211,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/171/655/GCA_905171655.2_fTraTra1.2_alternate_haplotype,genus
260142,Eukaryota,Streptophyta,Magnoliopsida,Myrtales,Myrtaceae,Syzygium,Syzygium cumini,GCA_031216285.1,genbank,178174,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/216/285/GCA_031216285.1_ASM3121628v1,genus
48393,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rhamnaceae,Ziziphus,Ziziphus sp.,GCA_031755915.1,genbank,72171,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/755/915/GCA_031755915.1_ASM3175591v1,genus
33637,Eukaryota,"",Phaeophyceae,Laminariales,Laminariaceae,Laminaria,,GCA_036873665.1,genbank,33637,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/873/665/GCA_036873665.1_ASM3687366v1,genus
2706,Eukaryota,Streptophyta,Magnoliopsida,Sapindales,Rutaceae,Citrus,,GCA_036169575.1,genbank,2706,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/169/575/GCA_036169575.1_PB533_SCSK_HAP2,genus
4681,Eukaryota,Streptophyta,Magnoliopsida,Asparagales,Amaryllidaceae,Allium,Allium ampeloprasum,GCA_030765085.1,genbank,4678,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/765/085/GCA_030765085.1_ASM3076508v1,genus
4430,Eukaryota,Streptophyta,Magnoliopsida,Proteales,Nelumbonaceae,Nelumbo,,GCA_022828595.1,genbank,4430,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/828/595/GCA_022828595.1_ASM2282859v1,genus
3918,Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Vigna,Vigna aconitifolia,GCA_036971635.1,genbank,3913,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/971/635/GCA_036971635.1_ASM3697163v1,genus
167592,Eukaryota,Streptophyta,Magnoliopsida,Dioscoreales,Dioscoreaceae,Dioscorea,Dioscorea pentaphylla,GCA_026586065.1,genbank,4672,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/586/065/GCA_026586065.1_Dzin_1.0,genus
180767,Eukaryota,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,Vaccinium reticulatum,GCA_963855025.1,genbank,13749,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/855/025/GCA_963855025.1_ddVacViti1.1_alternate_haplotype,genus
39090,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Phoca,Phoca largha,GCA_004348235.1,genbank,9717,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/348/235/GCA_004348235.1_GSC_HSeal_1.0,genus
30724,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,GCA_902175115.3,genbank,7949,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/175/115/GCA_902175115.3_ChASM_A3,genus
34820,Eukaryota,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,,GCA_036937225.1,genbank,34820,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/937/225/GCA_036937225.1_fSebPau1.0.hap1,genus
13493,Eukaryota,Streptophyta,Magnoliopsida,Ericales,Ebenaceae,Diospyros,Diospyros virginiana,GCA_028777405.1,genbank,13492,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/777/405/GCA_028777405.1_ASM2877740v1,genus
3340,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus edulis,GCA_031772625.1,genbank,3337,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/772/625/GCA_031772625.1_CPIR1,genus
89151,Eukaryota,Streptophyta,Magnoliopsida,Zingiberales,Musaceae,Musa,Musa x paradisiaca,GCA_030219345.1,genbank,4640,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/219/345/GCA_030219345.1_ASM3021934v1,genus
9984,Eukaryota,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus,,GCA_009806435.2,genbank,9984,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/806/435/GCA_009806435.2_UM_NZW_1.0,genus
8014,Eukaryota,Chordata,Actinopteri,Osmeriformes,Osmeridae,Osmerus,Osmerus mordax,GCA_963692335.1,genbank,8013,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/692/335/GCA_963692335.1_fOsmEpe2.1,genus
3764,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Rosa,,GCA_958449725.1,genbank,3764,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/958/449/725/GCA_958449725.1_drRosRugo1.1,genus
59499,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus spectabilis,GCA_030142095.1,genbank,23216,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/142/095/GCA_030142095.1_RiMJ,genus
233744,Eukaryota,Streptophyta,Magnoliopsida,Ericales,Sapotaceae,Pouteria,Pouteria sapota,GCA_036873735.1,genbank,85249,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/873/735/GCA_036873735.1_ASM3687373v1,genus
3729,Eukaryota,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Sisymbrium,,GCA_900406495.1,genbank,3729,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/406/495/GCA_900406495.1_ASM90040649v1,genus
13337,Eukaryota,Streptophyta,Magnoliopsida,Magnoliales,Annonaceae,Annona,Annona muricata,GCA_035584095.1,genbank,13336,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/035/584/095/GCA_035584095.1_ASM3558409v1,genus
58933,Eukaryota,Streptophyta,Magnoliopsida,Poales,Poaceae,Triticum,Triticum spelta,GCA_034509565.1,genbank,4564,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/509/565/GCA_034509565.1_PI306540_Tmono,genus
8931,Eukaryota,Chordata,Aves,Columbiformes,Columbidae,Columba,,GCA_036010775.1,genbank,8931,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/010/775/GCA_036010775.1_bColLiv1.mat,genus
375274,Eukaryota,Streptophyta,Magnoliopsida,Myrtales,Myrtaceae,Psidium,Psidium cattleyanum,GCA_023344035.1,genbank,120289,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/344/035/GCA_023344035.1_EMB_PsiGuava_1.0,genus
7901,Eukaryota,Chordata,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,,GCA_030684275.1,genbank,7901,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/684/275/GCA_030684275.1_Acipenser_oxyrinchus.AOXY1.1,genus
7971,Eukaryota,Chordata,Actinopteri,Cypriniformes,Catostomidae,Catostomus,Catostomus commersonii,GCA_036785435.1,genbank,7969,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/785/435/GCA_036785435.1_ASM3678543v1,genus
348707,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Coregonus,Coregonus nasus,GCA_036851935.1,genbank,27772,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/851/935/GCA_036851935.1_J4Q44_1.1,genus
27772,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Coregonus,,GCA_036851935.1,genbank,27772,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/851/935/GCA_036851935.1_J4Q44_1.1,genus
15949,Eukaryota,Streptophyta,Magnoliopsida,Poales,Poaceae,Zizania,,GCA_019279435.1,genbank,15949,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/279/435/GCA_019279435.1_ASM1927943v1,genus
669814,Eukaryota,Streptophyta,Magnoliopsida,Malpighiales,Salicaceae,Salix,Salix pulchra,GCA_033724115.1,genbank,40685,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/724/115/GCA_033724115.1_ASM3372411v1,genus
4672,Eukaryota,Streptophyta,Magnoliopsida,Dioscoreales,Dioscoreaceae,Dioscorea,,GCA_026586065.1,genbank,4672,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/586/065/GCA_026586065.1_Dzin_1.0,genus
8059,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Pollachius,,GCA_949987615.1,genbank,8059,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/987/615/GCA_949987615.1_fPolPol2.1,genus
8235,Eukaryota,Chordata,Actinopteri,Scombriformes,Scombridae,Thunnus,Thunnus alalunga,GCA_963924655.1,genbank,8234,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/924/655/GCA_963924655.1_fThuThy2.1_alternate_haplotype,genus
8048,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Gadus,,GCA_031168955.1,genbank,8048,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/168/955/GCA_031168955.1_ASM3116895v1,genus
8016,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,,GCA_036934945.1,genbank,8016,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/934/945/GCA_036934945.1_UVic_Omas_1.0,genus
4329,Eukaryota,Streptophyta,Magnoliopsida,Proteales,Proteaceae,Macadamia,,GCA_022985045.1,genbank,4329,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/985/045/GCA_022985045.1_ASM2298504v1,genus
200541,Eukaryota,Streptophyta,Magnoliopsida,Sapindales,Rutaceae,Citrus,Citrus x latifolia,GCA_036169575.1,genbank,2706,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/169/575/GCA_036169575.1_PB533_SCSK_HAP2,genus
4564,Eukaryota,Streptophyta,Magnoliopsida,Poales,Poaceae,Triticum,,GCA_034509565.1,genbank,4564,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/509/565/GCA_034509565.1_PI306540_Tmono,genus
133204,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Prunus virginiana,GCA_034190965.1,genbank,3754,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/190/965/GCA_034190965.1_ASM3419096v1,genus
39509,Eukaryota,Streptophyta,Magnoliopsida,Asparagales,Asparagaceae,Agave,,GCA_035584285.1,genbank,39509,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/035/584/285/GCA_035584285.1_ASM3558428v1,genus
59011,Eukaryota,Streptophyta,Magnoliopsida,Poales,Typhaceae,Typha,Typha angustifolia,GCA_019914945.1,genbank,4732,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/914/945/GCA_019914945.1_TyphaL0001,genus
8033,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salvelinus,,GCA_036784965.1,genbank,8033,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/784/965/GCA_036784965.1_fSalAlp2_p1.0,genus
13428,Eukaryota,Streptophyta,Magnoliopsida,Laurales,Lauraceae,Cinnamomum,,GCA_003546025.1,genbank,13428,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/546/025/GCA_003546025.1_ASBRC_Ckan_1.0,genus
394708,Eukaryota,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,Sebastes viviparus,GCA_036937225.1,genbank,34820,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/937/225/GCA_036937225.1_fSebPau1.0.hap1,genus
51952,Eukaryota,Streptophyta,Magnoliopsida,Arecales,Arecaceae,Elaeis,,GCA_015461965.1,genbank,51952,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/461/965/GCA_015461965.1_EGPMv6,genus
13492,Eukaryota,Streptophyta,Magnoliopsida,Ericales,Ebenaceae,Diospyros,,GCA_028777405.1,genbank,13492,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/777/405/GCA_028777405.1_ASM2877740v1,genus
8234,Eukaryota,Chordata,Actinopteri,Scombriformes,Scombridae,Thunnus,,GCA_963924655.1,genbank,8234,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/924/655/GCA_963924655.1_fThuThy2.1_alternate_haplotype,genus
16718,Eukaryota,Streptophyta,Magnoliopsida,Fagales,Juglandaceae,Juglans,,GCA_034509015.1,genbank,16718,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/509/015/GCA_034509015.1_ASM3450901v1,genus
61886,Eukaryota,Streptophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Cucumis,Cucumis metuliferus,GCA_030578075.1,genbank,3655,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/578/075/GCA_030578075.1_P84_V1,genus
227725,Eukaryota,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,Solanum quitoense,GCA_014189475.1,genbank,4107,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/189/475/GCA_014189475.1_ASM1418947v1,genus
77113,Eukaryota,Streptophyta,Magnoliopsida,Nymphaeales,Nymphaeaceae,Nuphar,Nuphar lutea,GCA_024653005.1,genbank,4415,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/653/005/GCA_024653005.1_ASM2465300v1,genus
3705,Eukaryota,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Brassica,,GCA_037043335.1,genbank,3705,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/043/335/GCA_037043335.1_BobV2,genus
105667,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Prunus tomentosa,GCA_034190965.1,genbank,3754,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/190/965/GCA_034190965.1_ASM3419096v1,genus
357850,Eukaryota,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Angelica,Angelica keiskei,1931620149,nucleotide,357850,,species
357850,Eukaryota,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Angelica,Angelica keiskei,2026153474,nucleotide,357850,,species
3704,Eukaryota,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Armoracia,Armoracia rusticana,2594803280,nucleotide,3704,,species
3704,Eukaryota,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Armoracia,Armoracia rusticana,2178349319,nucleotide,3704,,species
3704,Eukaryota,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Armoracia,Armoracia rusticana,2192921941,nucleotide,3704,,species
28974,Eukaryota,Streptophyta,Magnoliopsida,Oxalidales,Oxalidaceae,Averrhoa,Averrhoa carambola,1049741523,nucleotide,28974,,species
28974,Eukaryota,Streptophyta,Magnoliopsida,Oxalidales,Oxalidaceae,Averrhoa,Averrhoa carambola,2048285049,nucleotide,28974,,species
28974,Eukaryota,Streptophyta,Magnoliopsida,Oxalidales,Oxalidaceae,Averrhoa,Averrhoa carambola,1045564722,nucleotide,28974,,species
28974,Eukaryota,Streptophyta,Magnoliopsida,Oxalidales,Oxalidaceae,Averrhoa,Averrhoa carambola,1133407618,nucleotide,28974,,species
3645,Eukaryota,Streptophyta,Magnoliopsida,Ericales,Lecythidaceae,Bertholletia,Bertholletia excelsa,1278172983,nucleotide,3645,,species
3645,Eukaryota,Streptophyta,Magnoliopsida,Ericales,Lecythidaceae,Bertholletia,Bertholletia excelsa,1299049442,nucleotide,3645,,species
13363,Eukaryota,Streptophyta,Magnoliopsida,Boraginales,Boraginaceae,Borago,Borago officinalis,1820102045,nucleotide,13363,,species
13363,Eukaryota,Streptophyta,Magnoliopsida,Boraginales,Boraginaceae,Borago,Borago officinalis,1829769166,nucleotide,13363,,species
